intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality,performance
RX0418,6,7,8,12,14,19,96.39,83.85,99.93,1,high
RX0419,1,7,4,14,11,23,44.74,69.75,54.72,0,low
RX0420,1,6,4,12,1,22,44.85,29.61,48.24,0,low
RX0421,4,6,5,10,16,18,56.0,88.41,22.3,1,medium
RX0422,4,7,13,14,14,22,100.0,21.46,55.72,1,medium
RX0423,1,6,3,8,5,15,58.61,0.0,84.96,0,low
RX0424,2,4,6,8,15,16,100.0,66.14,89.44,0,medium
RX0425,1,5,4,10,8,21,49.83,90.36,13.8,0,low
RX0426,2,4,8,13,17,22,,25.92,35.51,1,medium
RX0427,3,6,9,10,9,18,39.57,84.39,57.57,0,medium
RX0428,2,5,9,10,11,21,51.58,70.85,90.89,1,medium
RX0429,3,4,10,10,22,23,92.1,100.0,100.0,1,high
RX0430,4,6,14,14,18,18,72.88,72.36,69.53,1,high
RX0431,4,5,8,11,15,21,100.0,82.05,71.05,0,high
RX0432,5,5,10,13,21,24,96.99,72.22,100.0,1,high
RX0433,4,7,8,8,15,21,62.36,61.39,65.09,1,high
RX0434,5,7,8,10,16,17,43.01,92.09,40.39,0,medium
RX0435,1,5,4,12,8,20,69.39,16.75,36.46,1,low
RX0436,3,7,7,12,9,18,34.31,59.83,27.32,0,low
RX0437,3,6,6,10,21,22,51.51,78.72,100.0,0,medium
RX0438,3,4,4,9,11,16,20.45,75.11,82.9,0,medium
RX0439,3,6,9,11,7,15,46.06,100.0,51.78,1,medium
RX0440,3,7,6,9,11,21,87.9,66.97,91.35,0,medium
RX0441,4,7,10,12,22,24,61.88,62.66,91.52,1,high
RX0442,1,4,3,13,7,24,45.52,64.63,50.06,0,low
RX0443,1,5,2,9,11,18,23.62,65.46,51.24,0,low
RX0444,3,4,7,8,13,16,81.17,70.01,80.22,1,medium
RX0445,2,6,2,9,5,19,,83.38,27.98,0,low
RX0446,3,6,3,12,5,22,16.02,66.71,73.26,0,low
RX0447,3,4,11,12,14,21,78.0,31.25,100.0,1,medium
RX0448,1,4,4,13,6,18,59.8,72.23,51.2,0,low
RX0449,2,4,5,8,22,23,37.37,66.93,90.08,1,high
RX0450,2,5,6,8,11,23,79.78,65.62,44.53,0,medium
RX0451,3,5,5,9,23,24,59.17,100.0,,0,medium
RX0452,5,6,8,10,19,21,65.52,56.47,64.71,1,medium
RX0453,4,4,10,10,20,20,87.13,100.0,63.9,1,high
RX0454,5,5,8,9,20,21,91.54,70.72,87.59,1,high
RX0455,4,7,10,11,14,16,16.6,100.0,96.69,1,high
RX0456,2,4,8,11,12,19,14.04,61.16,58.97,1,medium
RX0457,5,7,9,11,15,21,53.48,34.04,36.3,0,medium
RX0458,4,6,6,8,10,17,60.84,60.45,68.45,0,medium
RX0459,2,5,7,14,8,17,48.03,100.0,55.69,0,medium
RX0460,1,4,2,14,2,18,68.37,63.35,45.85,0,low
RX0461,3,4,8,9,14,16,56.27,58.13,84.44,1,high
RX0462,1,4,3,9,2,15,17.02,79.27,92.08,0,low
RX0463,1,4,1,9,12,20,56.28,25.46,54.82,1,low
RX0464,3,4,8,9,19,19,85.68,85.92,36.57,1,high
RX0465,2,5,1,8,4,24,91.44,94.35,11.88,0,low
RX0466,5,7,4,9,13,23,72.23,100.0,52.19,1,medium
RX0467,3,6,7,9,20,24,31.12,54.5,45.03,0,medium
RX0468,1,4,1,10,11,21,0.0,46.37,58.91,1,low
RX0469,4,5,6,8,19,20,85.89,100.0,93.78,1,high
RX0470,2,7,1,14,13,22,69.48,15.39,46.72,0,low
RX0471,6,6,14,14,22,24,83.05,42.37,89.61,1,high
RX0472,3,5,9,11,18,23,33.62,100.0,47.51,0,medium
RX0473,6,6,9,9,17,23,76.21,62.85,58.83,1,high
RX0474,3,7,6,8,12,15,37.04,40.18,28.87,0,medium
RX0475,4,6,7,11,18,18,48.41,100.0,92.08,1,high
RX0476,1,4,2,10,8,15,33.57,61.89,53.57,0,low
RX0477,3,5,10,14,17,19,87.12,86.5,63.74,1,high
RX0478,3,4,6,12,16,17,69.08,65.55,,0,medium
RX0479,6,7,12,12,17,18,,97.2,100.0,1,high
RX0480,2,5,2,14,7,23,66.44,62.52,30.64,0,low
RX0481,3,4,6,9,16,22,75.22,95.46,76.0,0,high
RX0482,2,4,6,12,9,15,34.27,66.26,80.89,1,medium
RX0483,1,5,8,13,2,15,70.39,59.13,66.95,1,low
RX0484,1,7,5,12,14,24,56.47,69.59,0.0,0,low
RX0485,3,4,6,8,13,20,51.67,69.55,35.63,1,medium
RX0486,3,5,14,14,21,24,84.68,84.18,70.95,1,high
RX0487,3,7,6,9,19,22,57.36,63.99,0.0,1,medium
RX0488,6,6,10,10,15,15,61.52,58.79,70.71,1,high
RX0489,4,5,8,11,17,18,93.33,85.62,36.44,0,high
RX0490,2,5,6,9,10,17,46.76,86.77,88.72,0,medium
RX0491,5,6,8,12,13,19,59.32,78.02,80.89,1,high
RX0492,5,6,11,12,10,15,91.43,30.15,50.13,1,medium
RX0493,4,4,11,13,16,16,60.66,62.47,71.51,0,high
RX0494,5,6,6,11,13,24,72.5,81.45,91.14,1,medium
RX0495,1,4,2,9,9,22,20.35,91.85,86.93,0,low
RX0496,5,7,12,14,18,24,58.15,100.0,100.0,1,high
RX0497,3,5,4,8,16,17,48.79,70.96,32.74,1,medium
RX0498,7,7,9,12,12,15,67.13,71.32,83.76,1,high
RX0499,4,7,8,11,15,16,100.0,98.99,54.82,1,high
RX0500,3,6,5,8,16,18,79.68,43.69,66.82,0,medium
RX0501,5,7,7,9,17,23,37.01,100.0,66.19,1,medium
RX0502,3,7,13,14,12,15,55.66,35.05,87.18,0,medium
RX0503,3,4,6,9,18,20,43.93,59.68,25.12,0,medium
RX0504,4,4,5,8,15,20,29.22,100.0,70.44,1,high
RX0505,5,6,10,11,16,18,99.96,83.34,65.22,1,medium
RX0506,2,4,4,8,14,16,54.06,76.93,55.04,1,medium
RX0507,5,6,7,14,14,22,,83.47,75.73,1,medium
RX0508,1,7,5,9,12,20,12.81,86.29,95.87,1,low
RX0509,5,6,9,9,14,20,86.23,100.0,76.47,1,high
RX0510,6,7,5,10,15,16,32.18,56.86,83.51,1,medium
RX0511,4,7,7,11,20,21,31.96,50.0,82.86,1,high
RX0512,4,5,8,8,13,19,74.53,87.19,48.89,1,high
RX0513,3,6,1,11,10,19,52.53,22.92,83.69,1,low
RX0514,2,6,1,9,3,15,100.0,77.13,22.78,1,low
RX0515,6,7,5,9,9,15,66.21,66.95,75.01,0,medium
RX0516,3,6,3,9,6,19,56.05,45.17,38.54,0,low
RX0517,4,6,9,13,17,21,89.19,72.24,58.3,1,high
RX0518,1,4,4,11,4,17,41.86,3.75,68.85,0,low
RX0519,6,6,9,14,13,16,84.88,100.0,91.43,1,high
RX0520,5,7,8,12,18,19,69.3,68.21,64.99,1,high
RX0521,4,5,8,10,12,18,31.33,88.94,88.15,1,high
RX0522,1,4,4,12,1,19,50.49,28.56,97.12,0,low
RX0523,3,4,8,9,13,21,94.22,40.02,13.49,0,medium
RX0524,2,4,11,12,22,22,91.82,94.84,83.58,1,high
RX0525,3,6,7,12,11,15,54.3,100.0,42.74,0,medium
RX0526,7,7,8,12,14,15,39.55,40.82,100.0,1,high
RX0527,5,7,7,11,19,21,45.11,68.54,73.87,0,medium
RX0528,2,7,3,13,10,20,100.0,43.99,49.5,0,low
RX0529,3,4,4,9,17,23,45.67,27.35,37.58,0,medium
RX0530,4,7,5,11,13,24,77.83,31.28,57.29,1,medium
RX0531,3,5,8,14,14,20,75.3,21.86,15.63,1,medium
RX0532,2,7,1,9,8,15,27.53,36.85,77.02,0,low
RX0533,4,5,6,9,14,20,100.0,100.0,47.94,1,high
RX0534,3,5,8,13,12,24,,93.02,,1,medium
RX0535,3,5,6,9,13,15,100.0,86.25,95.29,1,high
RX0536,5,6,10,12,13,15,35.49,58.19,,0,medium
RX0537,3,5,8,13,17,18,61.06,58.12,100.0,0,medium
RX0538,3,7,11,14,16,17,72.94,66.2,75.43,0,medium
RX0539,4,6,8,11,14,20,100.0,100.0,100.0,1,high
RX0540,5,7,8,10,19,22,78.73,80.22,79.5,0,high
RX0541,2,4,5,11,13,24,70.2,73.88,96.87,1,medium
RX0542,7,7,13,14,16,21,73.95,100.0,100.0,1,high
RX0543,1,7,6,12,1,16,81.54,72.08,34.59,0,low
RX0544,2,5,6,10,6,24,50.4,23.0,56.5,1,low
RX0545,3,5,8,13,14,19,33.04,74.43,56.12,1,medium
RX0546,3,6,6,8,8,17,27.51,65.51,40.45,1,medium
RX0547,5,5,6,8,12,17,32.14,81.23,56.24,1,high
RX0548,4,5,4,9,12,22,50.07,63.5,31.59,1,medium
RX0549,5,6,8,13,17,24,100.0,59.29,0.0,1,medium
RX0550,2,5,1,9,3,16,93.73,65.56,84.4,1,low
RX0551,1,4,4,13,5,19,47.57,100.0,87.36,0,low
RX0552,1,6,5,12,10,23,57.65,36.14,46.67,0,low
RX0553,3,4,8,9,21,24,83.8,100.0,,1,medium
RX0554,3,7,5,10,12,22,39.32,64.01,79.73,0,low
RX0555,4,5,8,10,13,16,75.28,72.26,58.22,0,medium
RX0556,3,5,5,11,13,23,87.75,69.14,30.45,1,medium
RX0557,1,4,4,8,6,22,26.4,31.47,,1,low
RX0558,4,4,8,12,21,21,87.18,87.28,34.91,0,high
RX0559,3,6,3,9,5,16,72.51,29.51,79.18,1,low
RX0560,6,7,5,11,11,17,49.31,100.0,100.0,1,medium
RX0561,4,6,7,11,18,23,69.71,83.13,74.64,1,high
RX0562,2,6,2,8,1,20,,100.0,2.66,0,low
RX0563,2,4,9,14,17,21,0.0,64.79,47.81,1,medium
RX0564,2,5,7,11,13,17,60.63,51.17,58.65,1,medium
RX0565,4,5,13,14,14,19,44.31,92.65,68.17,1,high
RX0566,1,4,2,14,5,17,40.52,81.96,100.0,1,low
RX0567,4,7,5,10,17,24,36.59,35.4,62.88,1,medium
RX0568,6,6,7,8,16,23,73.48,82.03,70.6,1,high
RX0569,4,4,8,12,13,15,85.73,63.81,23.34,1,high
RX0570,5,6,9,10,18,23,93.98,74.43,51.46,1,medium
RX0571,4,6,8,9,15,17,3.68,40.81,54.9,1,medium
RX0572,3,4,8,13,22,24,40.08,97.1,0.0,0,medium
RX0573,6,6,10,13,12,16,68.31,37.46,100.0,1,high
RX0574,5,5,11,13,20,23,62.74,80.71,82.8,1,high
RX0575,2,5,5,11,20,22,55.94,64.37,50.23,0,medium
RX0576,4,5,5,9,18,23,83.83,100.0,97.59,0,medium
RX0577,1,4,6,10,6,16,10.1,100.0,35.2,1,low
RX0578,5,6,9,9,18,18,91.64,58.83,100.0,1,high
RX0579,6,7,5,8,18,19,68.53,87.45,100.0,1,high
RX0580,2,5,7,9,14,23,100.0,100.0,37.34,1,medium
RX0581,1,5,1,12,11,24,32.4,49.42,33.1,1,low
RX0582,2,5,5,10,10,20,100.0,45.09,48.5,0,low
RX0583,4,4,9,9,20,21,95.79,75.71,61.3,0,high
RX0584,3,6,4,12,5,15,0.0,70.3,35.52,1,low
RX0585,1,4,3,11,5,18,68.69,30.36,58.82,0,low
RX0586,3,5,8,9,23,23,30.03,26.29,85.73,1,high
RX0587,4,6,9,14,7,15,100.0,42.78,66.47,0,medium
RX0588,4,5,9,13,12,19,80.51,12.7,63.65,0,medium
RX0589,3,4,9,10,16,19,51.4,62.81,85.45,1,high
RX0590,4,6,6,8,15,17,37.53,40.61,,1,medium
RX0591,1,4,1,10,4,23,60.05,28.12,14.2,1,low
RX0592,3,4,8,9,21,23,94.56,94.63,85.5,1,high
RX0593,2,4,11,13,15,15,72.59,93.12,81.86,1,high
RX0594,3,6,7,8,8,15,62.56,68.46,36.86,0,medium
RX0595,4,6,6,12,14,15,62.53,76.74,62.02,1,medium
RX0596,2,4,9,14,13,15,71.87,72.7,90.92,1,high
RX0597,3,4,8,11,14,21,75.07,57.05,68.67,1,high
RX0598,4,6,4,9,9,17,81.15,100.0,82.69,0,medium
RX0599,3,4,12,12,14,21,83.74,67.39,71.3,1,high
RX0600,3,7,2,10,10,21,93.21,90.03,55.06,0,low
RX0601,5,7,8,9,19,22,76.78,63.16,100.0,1,high
RX0602,3,5,9,11,16,18,26.93,93.92,100.0,1,high
RX0603,1,4,1,8,7,20,35.75,90.21,77.93,0,low
RX0604,1,4,4,8,6,21,23.76,67.63,92.67,0,low
RX0605,2,4,9,11,10,15,81.46,54.82,85.05,1,high
RX0606,2,4,7,14,16,18,48.77,57.06,67.91,1,medium
RX0607,1,4,3,8,5,16,65.07,28.28,12.2,0,low
RX0608,2,4,10,10,13,15,71.39,81.53,68.5,0,high
RX0609,3,5,7,8,18,20,85.01,82.8,100.0,1,high
RX0610,3,6,4,8,15,19,65.55,100.0,100.0,0,medium
RX0611,1,5,3,11,3,23,69.88,59.24,29.97,0,low
RX0612,3,6,4,14,3,22,,100.0,64.61,0,low
RX0613,5,5,8,9,18,19,76.38,90.45,92.63,1,high
RX0614,4,6,8,10,21,22,66.14,70.83,47.05,0,medium
RX0615,5,7,10,12,22,22,51.17,33.21,100.0,1,high
RX0616,2,5,8,13,8,16,43.21,75.55,58.64,1,low
RX0617,1,4,6,14,6,21,19.88,80.04,19.85,0,low
RX0618,2,5,9,13,18,22,,45.7,25.32,1,medium
RX0619,4,7,6,8,12,18,,55.85,75.75,0,medium
RX0620,1,4,5,14,12,19,75.38,56.27,5.42,1,low
RX0621,2,4,10,14,10,19,11.51,87.25,32.13,1,medium
RX0622,4,7,8,8,15,18,34.55,48.14,72.09,1,high
RX0623,3,4,8,13,20,23,44.07,74.95,87.4,1,medium
RX0624,5,5,8,9,19,23,79.43,74.19,42.17,1,high
RX0625,3,5,12,14,24,24,58.95,53.06,,1,high
RX0626,6,6,8,9,14,15,100.0,64.92,91.21,1,high
RX0627,3,6,7,10,15,18,57.82,100.0,78.02,1,medium
RX0628,3,4,5,10,17,22,51.8,60.4,2.8,0,medium
RX0629,2,4,4,8,22,24,38.28,72.31,57.79,1,medium
RX0630,3,7,13,14,12,20,,100.0,72.55,1,medium
RX0631,2,4,7,8,10,15,75.68,92.79,39.39,1,medium
RX0632,3,5,9,14,19,21,47.98,76.98,100.0,1,medium
RX0633,4,4,10,13,20,24,45.82,76.13,82.27,1,high
RX0634,3,7,9,11,14,24,64.65,90.22,33.06,0,medium
RX0635,2,4,6,9,11,16,100.0,38.93,46.38,0,medium
RX0636,4,7,14,14,14,16,85.56,68.45,100.0,1,high
RX0637,5,7,10,12,19,24,46.91,100.0,63.85,0,high
RX0638,3,6,4,9,15,23,77.27,58.0,52.72,0,medium
RX0639,4,5,6,9,23,24,79.35,80.45,59.58,1,medium
RX0640,3,7,6,14,8,15,0.0,51.54,7.49,0,low
RX0641,4,4,7,8,11,16,48.81,86.28,32.95,1,high
RX0642,4,5,8,12,11,23,36.32,83.19,86.15,0,medium
RX0643,2,5,5,11,4,20,60.73,56.94,82.2,0,low
RX0644,2,5,3,11,4,23,52.17,14.78,45.42,0,low
RX0645,5,5,10,13,18,18,88.47,64.42,,1,high
RX0646,2,5,10,12,15,24,70.67,83.44,47.35,1,medium
RX0647,4,6,9,11,17,23,65.5,94.97,70.93,1,high
RX0648,2,6,1,8,4,17,47.15,38.48,70.29,1,low
RX0649,1,5,1,8,7,15,95.99,91.38,36.24,0,low
RX0650,7,7,5,8,16,21,55.5,59.68,70.77,1,high
RX0651,1,4,2,9,10,19,34.68,24.87,8.12,0,low
RX0652,4,5,4,8,8,15,,70.17,71.24,0,medium
RX0653,4,7,7,9,12,17,75.33,74.64,57.89,0,medium
RX0654,3,7,13,14,19,22,78.84,46.88,56.81,1,medium
RX0655,3,5,6,10,14,15,,56.05,95.68,0,medium
RX0656,2,7,4,11,4,16,13.7,86.96,47.26,0,low
RX0657,6,6,10,10,18,24,100.0,43.41,76.93,0,high
RX0658,3,4,10,12,14,15,100.0,87.39,21.49,0,medium
RX0659,1,4,2,9,4,18,67.37,68.8,100.0,0,low
RX0660,2,6,6,12,3,15,87.66,27.88,,0,low
RX0661,4,5,5,11,20,21,73.92,14.19,41.71,0,medium
RX0662,2,5,11,13,14,20,77.05,100.0,56.54,0,medium
RX0663,3,5,9,10,10,21,78.22,79.81,64.12,1,medium
RX0664,2,4,7,11,18,20,47.23,48.7,66.12,0,medium
RX0665,3,4,11,12,17,18,55.81,73.34,100.0,1,high
RX0666,7,7,9,10,15,21,65.07,92.15,45.35,0,high
RX0667,1,4,2,8,7,17,28.36,71.43,58.69,0,low
RX0668,4,6,10,12,15,24,42.77,58.9,93.13,1,medium
RX0669,3,6,4,10,10,21,,67.32,61.99,0,low
RX0670,3,6,5,10,14,19,31.62,48.22,68.38,1,medium
RX0671,5,6,7,10,13,18,61.57,48.68,79.06,0,medium
RX0672,1,6,7,14,3,22,3.82,74.55,52.43,0,low
RX0673,3,6,11,12,17,22,,68.38,57.44,0,medium
RX0674,6,7,11,11,20,22,,79.82,66.69,1,high
RX0675,3,6,5,11,9,19,30.41,38.51,45.54,0,low
RX0676,1,4,1,8,9,21,58.04,59.71,87.13,0,low
RX0677,1,4,5,12,1,20,65.62,22.61,84.91,0,low
RX0678,3,4,11,12,14,17,88.18,58.77,35.92,1,medium
RX0679,2,4,4,8,12,21,95.86,72.12,15.92,0,medium
RX0680,4,7,8,12,17,20,71.52,73.33,2.68,1,medium
RX0681,1,4,5,12,4,15,68.45,70.29,79.35,0,low
RX0682,3,4,10,11,14,23,39.66,49.05,58.63,1,medium
RX0683,6,6,7,10,16,23,,73.3,81.59,1,high
RX0684,1,6,1,12,1,19,98.01,100.0,63.46,0,low
RX0685,6,7,6,13,20,23,54.62,89.82,58.76,1,medium
RX0686,2,4,6,8,12,23,50.79,66.45,58.36,0,medium
RX0687,3,5,10,13,12,15,66.01,98.45,65.18,0,medium
RX0688,2,4,6,8,23,23,83.38,57.72,77.47,1,high
RX0689,3,5,6,9,14,16,41.52,78.57,40.71,0,high
RX0690,2,6,6,14,3,21,5.57,10.13,54.63,0,low
RX0691,2,4,11,14,9,18,83.2,20.74,,0,medium
RX0692,2,5,1,10,10,24,42.26,57.76,69.29,0,low
RX0693,3,4,4,8,15,20,63.79,57.68,49.55,1,medium
RX0694,7,7,8,12,16,19,87.97,96.9,63.88,1,high
RX0695,4,7,7,9,18,22,56.0,19.77,39.4,0,medium
RX0696,2,5,9,12,11,17,56.49,70.77,44.03,0,medium
RX0697,5,6,5,11,15,20,50.02,64.83,71.9,0,medium
RX0698,2,4,13,13,22,23,100.0,82.84,46.97,1,high
RX0699,5,7,12,13,19,24,91.38,49.28,58.23,1,high
RX0700,1,4,8,13,4,24,100.0,0.0,57.26,0,low
RX0701,4,5,13,13,15,22,61.41,48.98,71.42,1,high
RX0702,4,6,12,14,18,22,84.12,90.25,31.71,0,medium
RX0703,5,7,8,10,20,20,45.16,96.65,98.55,1,high
RX0704,3,5,9,11,12,16,57.09,59.92,,0,high
RX0705,5,7,10,13,13,22,38.48,70.88,,1,medium
RX0706,4,6,7,10,11,21,53.13,36.85,27.82,0,medium
RX0707,2,6,6,11,12,24,0.0,14.02,42.93,0,low
RX0708,5,7,10,13,13,15,29.65,42.14,53.3,1,medium
RX0709,2,5,11,12,20,22,,57.12,100.0,1,medium
RX0710,2,5,6,10,6,15,69.79,42.78,84.66,0,low
RX0711,3,5,9,13,13,18,63.15,60.77,67.9,1,high
RX0712,4,5,12,12,18,21,86.05,97.37,52.63,1,high
RX0713,2,4,5,10,20,24,84.6,100.0,77.14,0,medium
RX0714,2,4,8,11,10,15,100.0,99.11,91.47,1,medium
RX0715,4,6,11,14,8,17,100.0,49.62,80.31,1,medium
RX0716,1,4,5,11,2,24,100.0,100.0,60.99,0,low
RX0717,3,6,11,12,17,21,42.5,59.4,33.55,0,medium
RX0718,2,5,6,11,7,22,3.88,26.28,44.24,0,low
RX0719,2,4,11,13,12,22,52.55,23.69,62.9,1,medium
RX0720,4,6,4,9,14,20,50.41,55.24,77.9,1,medium
RX0721,3,6,6,11,2,22,59.25,50.19,84.06,0,low
RX0722,1,5,1,11,9,21,39.0,85.71,80.67,1,low
RX0723,2,5,9,12,9,17,65.48,43.5,86.6,1,medium
RX0724,3,6,6,14,2,24,46.91,46.3,0.0,0,low
RX0725,6,6,12,13,17,17,68.36,94.82,94.95,1,high
RX0726,1,7,4,8,7,15,58.94,20.91,79.67,0,low
RX0727,4,7,6,11,16,24,32.08,100.0,46.67,1,medium
RX0728,4,4,11,11,24,24,70.27,54.22,100.0,1,high
RX0729,1,4,3,9,8,15,8.7,25.09,50.03,0,low
RX0730,3,7,5,10,12,15,43.92,78.48,,0,medium
RX0731,1,4,4,14,4,18,47.97,91.68,70.87,0,low
RX0732,2,7,3,13,1,22,35.79,55.06,30.62,0,low
RX0733,1,4,3,10,6,17,76.22,57.35,60.49,0,low
RX0734,2,5,6,11,13,23,39.14,100.0,56.75,0,medium
RX0735,6,7,8,9,19,20,62.08,64.13,53.22,1,high
RX0736,2,6,4,11,6,17,43.28,69.86,37.1,0,low
RX0737,5,7,7,8,12,17,57.67,70.85,82.12,0,medium
RX0738,4,7,7,8,12,18,32.95,67.19,69.38,0,medium
RX0739,4,7,8,9,10,18,20.99,100.0,93.22,1,medium
RX0740,4,6,9,12,16,22,99.28,60.13,90.28,1,high
RX0741,5,7,6,12,18,22,92.78,86.6,72.65,1,medium
RX0742,2,6,6,14,8,16,43.07,20.04,9.67,1,low
RX0743,2,7,6,12,11,20,64.11,100.0,68.93,0,low
RX0744,6,7,5,10,21,24,75.23,57.1,72.86,1,medium
RX0745,3,4,6,11,12,17,86.76,99.14,48.09,0,medium
RX0746,1,4,3,11,9,15,95.94,0.0,90.4,0,low
RX0747,4,6,10,12,15,19,66.21,46.17,,1,medium
RX0748,5,6,6,10,7,15,16.79,29.4,58.19,0,medium
RX0749,5,6,12,12,17,17,71.82,90.76,44.39,1,high
RX0750,4,5,8,12,8,16,,77.77,25.23,1,medium
RX0751,4,5,12,14,18,21,50.66,98.63,69.21,1,high
RX0752,4,4,9,14,13,19,31.99,100.0,57.79,0,high
RX0753,1,6,5,12,7,18,84.33,27.07,80.6,0,low
RX0754,3,6,9,11,14,24,0.0,100.0,51.34,1,medium
RX0755,3,5,9,10,17,21,100.0,68.05,,0,medium
RX0756,6,6,8,12,11,16,72.0,60.93,64.61,1,high
RX0757,3,6,8,14,11,20,85.4,54.92,27.87,0,medium
RX0758,7,7,12,14,19,21,47.31,60.28,72.58,0,high
RX0759,1,5,5,13,1,16,100.0,25.58,87.46,1,low
RX0760,2,5,7,11,12,22,100.0,81.18,39.65,1,medium
RX0761,4,5,11,13,13,19,55.76,72.4,19.97,1,high
RX0762,2,5,6,12,10,21,71.5,99.37,58.08,0,low
RX0763,5,7,9,9,14,21,22.11,58.77,89.08,1,high
RX0764,1,7,5,12,5,17,,7.81,23.42,0,low
RX0765,4,4,6,9,12,16,69.12,68.19,79.71,1,high
RX0766,3,7,9,10,11,15,49.56,92.34,100.0,1,medium
RX0767,3,5,8,12,11,21,43.44,26.84,,1,medium
RX0768,6,7,13,13,13,17,88.03,53.05,72.77,1,high
RX0769,2,5,7,14,13,21,83.63,51.19,,1,medium
RX0770,4,6,10,13,16,17,100.0,100.0,37.28,1,high
RX0771,1,4,3,11,11,18,19.11,40.48,54.88,0,low
RX0772,4,7,7,9,15,16,69.17,69.17,83.2,1,high
RX0773,2,7,4,13,8,19,100.0,100.0,51.27,0,low
RX0774,3,7,13,14,11,19,32.93,36.71,87.18,1,medium
RX0775,2,7,3,12,10,16,28.11,76.11,27.83,1,low
RX0776,6,7,10,14,18,23,53.77,86.54,55.42,1,high
RX0777,2,4,7,12,18,22,37.43,59.85,49.46,1,medium
RX0778,3,4,4,8,12,23,57.63,64.64,50.95,1,medium
RX0779,4,7,7,8,14,23,12.52,56.8,20.94,0,medium
RX0780,5,5,9,9,16,22,57.21,81.51,89.28,0,high
RX0781,1,4,8,13,3,20,0.0,96.62,80.16,0,low
RX0782,1,4,7,13,10,17,21.16,91.41,44.72,0,low
RX0783,2,4,5,9,14,21,77.98,77.53,12.61,0,medium
RX0784,1,7,5,9,5,21,43.6,38.52,29.94,0,low
RX0785,4,4,7,11,23,24,56.86,100.0,62.17,1,high
RX0786,3,4,9,11,18,22,76.39,90.64,93.2,1,high
RX0787,1,4,4,14,5,17,99.59,71.8,99.94,0,low
RX0788,7,7,8,8,15,16,59.38,80.59,99.72,1,high
RX0789,1,4,4,14,1,18,43.41,45.4,52.95,0,low
RX0790,7,7,11,11,18,22,50.35,76.75,44.84,1,high
RX0791,5,7,11,11,22,24,46.89,89.5,100.0,1,high
RX0792,2,6,3,9,10,19,100.0,52.33,34.34,0,low
RX0793,6,7,10,11,16,21,17.63,77.92,55.96,0,medium
RX0794,2,7,4,8,9,15,89.64,51.04,72.25,0,low
RX0795,4,6,5,10,13,23,,84.58,73.38,1,medium
RX0796,3,7,11,13,18,19,74.12,47.77,76.69,0,medium
RX0797,2,4,8,8,11,16,100.0,60.19,100.0,1,high
RX0798,3,6,9,11,11,17,23.01,56.96,100.0,1,medium
RX0799,1,5,1,10,2,15,52.66,40.23,38.52,0,low
RX0800,2,6,6,12,6,19,39.15,29.18,45.12,0,low
RX0801,3,5,6,13,11,20,26.6,91.76,60.29,0,medium
RX0802,1,4,2,11,4,15,0.0,47.23,100.0,0,low
RX0803,3,6,5,10,12,16,43.81,64.56,18.91,1,medium
RX0804,2,4,10,11,16,18,100.0,86.71,100.0,1,medium
RX0805,1,4,6,12,2,18,84.56,56.86,81.75,0,low
RX0806,3,7,6,13,16,17,53.77,98.8,60.14,1,medium
RX0807,5,7,14,14,10,15,49.65,76.2,35.05,0,high
RX0808,5,6,7,9,9,15,100.0,59.94,67.1,1,medium
RX0809,1,4,7,12,3,17,71.32,100.0,69.37,0,low
RX0810,1,4,7,12,1,18,38.21,31.63,44.66,0,low
RX0811,2,4,7,12,10,16,72.24,56.46,73.33,1,medium
RX0812,7,7,10,12,19,19,88.73,100.0,77.51,1,high
RX0813,6,7,7,9,12,18,83.21,72.05,80.63,1,high
RX0814,2,4,11,12,10,15,89.29,64.08,35.38,0,medium
RX0815,1,4,3,10,4,24,53.72,38.83,66.21,1,low
RX0816,3,7,4,12,6,20,89.62,60.2,40.47,1,low
RX0817,1,4,6,11,7,20,,73.57,,0,low
RX0818,2,4,6,9,15,16,42.01,66.15,55.43,1,high
RX0819,1,4,1,13,1,19,,0.2,79.54,0,low
RX0820,1,5,6,13,6,18,4.6,92.98,,1,low
RX0821,5,7,8,11,9,15,55.6,100.0,90.25,1,medium
RX0822,3,7,1,10,1,21,4.86,37.12,0.0,0,low
RX0823,1,5,3,8,3,17,51.62,15.21,71.72,1,low
RX0824,1,6,5,13,12,19,68.97,8.63,67.62,0,low
RX0825,1,6,2,8,12,23,,100.0,19.41,1,low
RX0826,1,6,2,11,7,15,99.35,99.56,0.0,0,low
RX0827,1,5,3,12,7,18,37.02,100.0,47.6,0,low
RX0828,3,5,7,10,16,20,97.44,100.0,30.06,0,medium
RX0829,3,5,12,12,14,20,45.51,27.7,100.0,1,high
RX0830,2,5,9,14,13,22,0.0,86.89,57.1,1,medium
RX0831,3,6,2,12,8,15,55.14,72.61,21.04,0,low
RX0832,7,7,8,9,16,20,54.09,62.22,93.0,0,high
RX0833,2,5,7,14,8,19,72.77,36.75,70.51,1,low
RX0834,1,4,3,9,6,22,23.99,61.47,,0,low
RX0835,6,7,11,14,15,16,44.82,92.33,95.68,1,medium
RX0836,3,6,1,14,6,19,60.62,39.41,16.85,0,low
RX0837,4,6,10,10,12,16,66.8,70.13,81.13,1,high
